Date,Open,High,Low,Close,Adj Close,Volume,Source
2020-02-10,57276.49,57276.49,56793.69,56847.74,56847.74,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-11,56847.74,57323.73,56753.77,56981.2,56981.2,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-12,56981.2,57964.56,56885.58,57744.13,57744.13,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-13,57744.13,58195.12,57583.81,57835.69,57835.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-14,57835.69,57992.3,57590.01,57861.76,57861.76,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-17,57861.76,58270.72,57861.76,58187.96,58187.96,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-18,58187.96,58187.96,57483.61,57714.66,57714.66,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-19,57714.66,58017.5,57714.66,57940.97,57940.97,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-20,57940.97,58270.49,57739.2,57793.03,57793.03,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-21,57793.03,57793.03,56878.16,57336.21,57336.21,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-24,57336.21,57336.21,54725.19,54881.56,54881.56,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-25,54881.56,55496.51,54697.96,54809.51,54809.51,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-26,54809.51,55254.92,53643.21,55047.2,55047.2,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-27,55047.2,55047.2,53420.58,53444.83,53444.83,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-02-28,53444.83,53444.83,50875.08,51038.18,51038.18,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-02,51038.18,52989.69,51038.18,51840.09,51840.09,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-03,51840.09,53379.42,51840.09,52957.85,52957.85,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-04,52957.85,53380.81,52726.05,52926.75,52926.75,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-05,52926.75,53733.79,52677.14,52936.27,52936.27,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-06,52936.27,52936.27,51506.05,52064.72,52064.72,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-09,52064.72,52064.72,48588.67,48819.55,48819.55,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-10,48819.55,50533.83,48819.55,49466.01,49466.01,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-11,49466.01,50079.01,48936.28,49074.09,49074.09,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-12,49074.09,49074.09,44078.6,44303.47,44303.47,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-13,44303.47,45864.16,44069.1,44177.63,44177.63,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-16,44177.63,44177.63,38784.34,40500.23,40500.23,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-17,40500.23,41932.24,40390.38,41579.58,41579.58,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-18,41579.58,41579.58,38145.51,38604.88,38604.88,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-19,38604.88,39145.18,37177.92,37963.01,37963.01,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-20,37963.01,41195.52,37963.01,40272.0,40272.0,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-23,40272.0,40272.0,37461.68,38267.21,38267.21,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-24,38267.21,41168.39,38267.21,41149.35,41149.35,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-25,41149.35,44206.33,41149.35,43278.25,43278.25,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-26,43278.25,45391.38,43044.95,45046.35,45046.35,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-27,45046.35,45046.35,42644.66,42946.83,42946.83,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-30,42946.83,43989.92,42714.2,43413.63,43413.63,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-03-31,43413.63,44572.29,43413.63,44490.31,44490.31,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-01,44490.31,44490.31,42947.12,43732.44,43732.44,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-02,43732.44,45370.92,43732.44,45060.69,45060.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-03,45060.69,45060.69,44142.39,44598.7,44598.7,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-06,44598.7,46562.34,44598.7,46240.35,46240.35,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-07,46240.35,48318.96,46240.35,47496.72,47496.72,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-08,47496.72,47496.72,46376.33,46689.9,46689.9,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-09,46689.9,48016.3,46583.14,48011.56,48011.56,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-14,48011.56,49941.19,48011.56,49874.51,49874.51,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-15,49874.51,49874.51,47977.96,48301.28,48301.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-16,48301.28,48991.08,48215.08,48245.11,48245.11,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-17,48245.11,49804.66,48245.11,49134.65,49134.65,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-20,49134.65,49343.42,48255.05,48849.52,48849.52,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-21,48849.52,48849.52,47264.12,47628.87,47628.87,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-22,47628.87,48216.67,47596.34,48108.49,48108.49,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-23,48108.49,49682.57,48108.49,49601.82,49601.82,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-24,49601.82,49653.05,48900.0,49527.23,49527.23,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-28,49527.23,50349.11,49494.3,50029.22,50029.22,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-29,50029.22,50857.25,49976.52,50857.25,50857.25,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-04-30,50857.25,51227.88,50068.16,50336.72,50336.72,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-04,50336.72,50336.72,48366.49,49186.59,49186.59,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-05,49186.59,49775.41,48969.73,49184.16,49184.16,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-06,49184.16,49892.3,48914.45,49831.99,49831.99,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-07,49831.99,50261.07,49596.41,50019.7,50019.7,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-08,50019.7,51126.49,50019.7,51003.58,51003.58,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-11,51003.58,51292.52,50142.21,50202.85,50202.85,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-12,50202.85,50795.46,50202.85,50319.41,50319.41,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-13,50319.41,50690.0,49326.66,50152.05,50152.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-14,50152.05,50152.05,48804.95,49113.06,49113.06,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-15,49113.06,50050.63,49113.06,49628.72,49628.72,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-18,49628.72,51382.06,49628.72,51382.06,51382.06,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-19,51382.06,52056.31,51382.06,51950.14,51950.14,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-20,51950.14,52231.57,51770.2,52142.75,52142.75,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-21,52142.75,52142.75,51022.76,51022.76,51022.76,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-22,51022.76,51022.76,49530.83,50147.21,50147.21,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-25,50147.21,50356.6,49814.1,50074.21,50074.21,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-26,50074.21,50819.38,50074.21,50602.5,50602.5,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-27,50602.5,50935.83,50307.17,50495.95,50495.95,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-28,50495.95,51389.12,50447.41,51389.12,51389.12,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-05-29,51389.12,51389.12,50399.23,50483.0,50483.0,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-01,50483.0,51766.81,50483.0,50929.59,50929.59,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-02,50929.59,52715.78,50929.59,52496.86,52496.86,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-03,52496.86,53645.28,52496.86,53645.28,53645.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-04,53645.28,53673.14,53040.97,53204.79,53204.79,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-05,53204.79,54909.73,53204.79,54722.38,54722.38,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-08,54722.38,54912.52,54293.62,54684.32,54684.32,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-09,54684.32,54898.2,54078.01,54483.48,54483.48,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-10,54483.48,54823.38,53508.95,53672.63,53672.63,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-11,53672.63,53672.63,52398.37,53295.3,53295.3,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-12,53295.3,53734.0,52190.35,53639.64,53639.64,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-15,53639.64,53639.64,51965.95,52270.2,52270.2,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-17,52270.2,54040.12,52270.2,54027.42,54027.42,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-18,54027.42,54315.71,53495.12,53941.22,53941.22,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-19,53941.22,54651.87,53941.22,54224.4,54224.4,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-22,54224.4,54678.7,54063.3,54230.17,54230.17,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-23,54230.17,55627.06,54230.17,55474.93,55474.93,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-24,55474.93,55635.95,54275.34,54447.73,54447.73,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-25,54447.73,54447.73,53650.31,53914.05,53914.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-26,53914.05,54375.14,53632.34,53648.05,53648.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-29,53648.05,54240.75,53335.35,54141.5,54141.5,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-06-30,54141.5,54561.41,54048.11,54362.36,54362.36,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-01,54362.36,54568.06,53572.97,53787.72,53787.72,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-02,53787.72,54963.53,53787.72,54617.19,54617.19,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-03,54617.19,54925.35,54403.66,54521.9,54521.9,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-06,54521.9,55291.18,54521.9,54846.28,54846.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-07,54846.28,55292.34,54606.84,55243.8,55243.8,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-08,55243.8,55920.54,55243.8,55870.69,55870.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-09,55870.69,56515.82,55787.9,55787.9,55787.9,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-10,55787.9,55925.95,54999.48,55417.89,55417.89,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-13,55417.89,56283.92,55417.89,56199.46,56199.46,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-14,56199.46,56199.46,55053.58,55531.05,55531.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-15,55531.05,56421.68,55531.05,55947.05,55947.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-16,55947.05,55947.05,54962.77,55729.45,55729.45,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-17,55729.45,55951.13,55637.86,55911.8,55911.8,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-20,55911.8,56455.44,55731.92,56265.36,56265.36,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-21,56265.36,57415.26,56265.36,56422.14,56422.14,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-22,56422.14,56488.5,55547.79,55834.24,55834.24,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-23,55834.24,56446.87,55834.24,56070.7,56070.7,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-24,56070.7,56070.7,55300.11,55645.65,55645.65,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-27,55645.65,56425.88,55645.65,56326.2,56326.2,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-28,56326.2,56495.34,55973.39,56488.11,56488.11,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-29,56488.11,56829.51,56312.66,56707.74,56707.74,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-30,56707.74,57068.43,55720.78,55844.9,55844.9,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-07-31,55844.9,56655.9,55662.97,55721.8,55721.8,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-03,55721.8,56314.24,55420.12,55829.4,55829.4,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-04,55829.4,56368.28,55829.4,56248.93,56248.93,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-05,56248.93,57797.79,56248.93,57629.36,57629.36,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-06,57629.36,58092.12,57586.0,57656.69,57656.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-07,57654.38,57654.38,56539.47,56757.73,56757.73,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-11,56757.73,57676.49,56757.73,57168.24,57168.24,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-12,57168.24,57610.21,56862.28,57417.28,57417.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-13,57417.28,57459.5,56814.97,57419.46,57419.46,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-14,57419.46,57419.46,56923.8,57077.48,57077.48,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-17,57077.48,57674.14,57008.54,57435.08,57435.08,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-18,57435.08,57664.24,56891.72,57025.16,57025.16,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-19,57025.16,57025.16,56387.23,56433.28,56433.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-20,56433.28,56433.28,55267.4,55629.98,55629.98,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-21,55629.98,56416.52,55432.08,55949.92,55949.92,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-24,55949.92,57046.2,55949.92,56625.42,56625.42,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-25,56625.42,56853.2,56052.67,56114.23,56114.23,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-26,56114.23,56628.18,55853.36,56572.24,56572.24,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-27,56572.24,57368.38,56572.24,56869.67,56869.67,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-28,56869.67,56926.13,55820.96,56057.1,56057.1,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-08-31,56057.1,56515.39,55308.85,55476.11,55476.11,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-01,55476.11,56478.49,55476.11,55927.69,55927.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-02,55927.69,56441.67,55712.29,55861.88,55861.88,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-03,55861.88,55861.88,54491.44,54522.35,54522.35,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-04,54522.35,54596.11,53684.89,53878.95,53878.95,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-07,53878.95,54512.62,53878.95,54400.28,54400.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-08,54400.28,54692.2,54111.56,54438.82,54438.82,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-09,54438.82,55211.34,54438.82,55211.34,55211.34,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-10,55211.34,56327.4,55051.16,55953.96,55953.96,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-11,55953.96,56276.95,55780.46,56087.84,56087.84,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-14,56087.84,56658.96,56034.47,56327.05,56327.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-15,56327.05,56722.8,56014.07,56130.78,56130.78,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-16,56130.78,56245.43,55833.03,55960.74,55960.74,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-17,55960.74,55960.74,54785.09,55035.6,55035.6,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-18,55035.6,55266.63,54598.8,54673.65,54673.65,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-21,54673.65,54673.65,53053.61,53319.08,53319.08,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-22,53319.08,53578.84,53059.14,53265.33,53265.33,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-23,53265.33,54641.54,53213.12,54247.81,54247.81,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-25,54247.81,54247.81,52963.6,53587.11,53587.11,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-28,53587.11,54916.35,53587.11,54718.8,54718.8,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-29,54718.8,54734.93,54352.33,54506.88,54506.88,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-09-30,54506.88,54683.03,54140.34,54264.96,54264.96,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-01,54264.96,54815.95,54171.95,54446.78,54446.78,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-02,54446.78,54446.78,53782.18,54219.24,54219.24,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-05,54219.24,54698.86,54219.24,54524.05,54524.05,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-06,54524.05,54882.42,54183.92,54203.83,54203.83,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-07,54203.83,54749.77,54032.1,54749.77,54749.77,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-08,54749.77,54870.69,54447.24,54554.85,54554.85,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-09,54554.85,55182.99,54554.85,55182.99,55182.99,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-12,55182.99,55767.18,55182.99,55552.35,55552.35,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-13,55552.35,55599.32,54992.08,55054.53,55054.53,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-14,55054.53,55470.73,55054.53,55394.23,55394.23,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-15,55394.23,55394.23,54359.64,54843.96,54843.96,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-16,54843.96,55206.72,54843.96,55047.26,55047.26,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-19,55047.26,55404.8,55013.02,55161.03,55161.03,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-20,55161.03,55328.03,54838.83,55271.75,55271.75,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-21,55271.75,55481.96,54936.33,55345.49,55345.49,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-22,55345.49,55345.49,54731.14,54796.42,54796.42,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-23,54796.42,55523.73,54796.42,55339.58,55339.58,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-26,55339.58,55339.58,54819.71,54890.88,54890.88,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-27,54890.88,55059.95,53986.37,54079.43,54079.43,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-28,54079.43,54333.4,52273.21,52308.14,52308.14,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-29,52308.14,52853.72,51420.95,51896.97,51896.97,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-10-30,51896.97,52028.79,51225.53,51684.7,51684.7,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-02,51684.7,52695.06,51684.7,52618.04,52618.04,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-03,52618.04,53597.2,52618.04,53187.81,53187.81,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-04,53187.81,53975.53,52811.67,53656.21,53656.21,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-05,53656.21,55239.01,53656.21,55225.24,55225.24,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-06,55225.24,56564.22,54933.36,56387.04,56387.04,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-09,56387.04,57952.01,56387.04,57307.49,57307.49,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-10,57307.49,57741.73,56671.02,57672.12,57672.12,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-11,57672.12,57843.76,57374.69,57607.3,57607.3,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-12,57607.3,57956.04,56934.9,57031.19,57031.19,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-13,57031.19,57209.65,56745.58,57182.6,57182.6,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-16,57182.6,57585.77,57159.58,57267.0,57267.0,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-17,57267.0,57505.45,56994.48,57053.01,57053.01,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-18,57053.01,57522.38,56686.7,57323.67,57323.67,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-19,57323.67,57323.67,56591.2,56753.49,56753.49,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-20,56753.49,56949.73,56459.1,56615.28,56615.28,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-23,56615.28,57435.85,56615.28,57147.31,57147.31,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-24,57147.31,57885.46,57147.31,57761.92,57761.92,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-25,57761.92,57862.7,57522.84,57742.19,57742.19,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
2020-11-26,57742.19,58097.44,57741.41,57923.69,57923.69,,Yahoo Finance (^J203.JO); 31-Dec-2020 verified from Yahoo table
